"Hour","Heat_source_power","Tr","Ts","Ta_brooder","RH_brooder","Tg_brooder","Ta_pen","Th_IR","Irradiance","Ta_brooder_increase"
0,0,0.273543821392885,0.280164435842794,0.295720515999088,0.00332970779220076,0.36579527769667,0.358044224456514,0.255172272962579,0,0
0,0,0.165529453572469,0.373253132919963,0.439501695947513,0.00453205128204814,0.356838246199338,0.271591196060877,0.318650801557651,0,0
0,0,0.167188848644613,0.382195557855457,0.289472572742859,0.00269762845849897,0.289139720166182,0.236282552137149,0.440328665127917,0,0
0,0,0.14397106190713,0.304806860523549,0.261755823452145,0.00758143939390266,0.23687836124199,0.221961958702637,0.367635689235961,0,0
0,0,0.137249165146216,0.214767315949145,0.454197383773458,2.51624765254488,0.511760148551071,0.370235510632534,0.264675062839114,0,0.36460738580149
0,0,0.154731911012933,0.432268278037529,0.615344769710126,2.32766887749448,1.05802757462814,0.291432477409243,0.527735729319136,0,0.454012013475995
0,0,0.180306658422335,0.400182993855847,0.635432778882409,3.00322592868975,0.741836494521517,0.237094449065721,0.639447765219681,0,0.424924483787613
0,0,0.122853119166299,0.215702985092413,0.561762160430972,2.54171502228467,0.689389577287781,0.220672960635316,0.542895119807787,0,0.406780570208904
0,0,0.145147859903506,0.323314260605856,0.250931094722269,2.0097585774822,0.238289554317381,0.380406799799022,0.343339158526635,0,0.167627074186237
0,0,0.122056908402961,0.481888965746926,0.380488671009548,1.72672103407249,0.270906351199095,0.340405150764008,0.372369141817334,0,0.2880623585488
0,0,0.201739380830263,0.3425863784021,0.373850174526131,1.53560815961803,0.238794479373985,0.222940948833243,0.552227408873474,0,0.210016918534106
0,0,0.159043242819114,0.306246269818553,0.310163222073171,1.48283716484272,0.259416303218032,0.198165194836138,0.531026260074668,0,0.161901523599051
0,0,0.133426678634479,0.214655911853895,0.42837407271078,1.27038277284282,0.550980677719887,0.343714998218,0.349720523338915,0,0.376610768882541
0,0,0.126412464223711,0.336311528860437,0.4784062754486,1.44983319927888,0.339350242579685,0.302977997000882,0.334374374350402,0,0.389949885723543
0,0,0.109406366754498,0.27669232366531,0.418601446389833,1.7221756227532,0.200619891938573,0.22633922427287,0.364316102062785,0,0.272232304159919
0,0,0.0569112369298792,0.225663466250078,0.240421424293382,1.32209544739287,0.243355877850059,0.205105934688503,0.491423781814976,0,0.171782990884173
0,0,0.171141267183965,0.283395287344177,0.54133870822149,1.82845167628382,0.771638167547906,0.325813341245157,0.266146367416294,0,0.622505278287043
0,0,0.212625416874922,0.387282526202823,0.938670297295284,1.83194898354417,0.752335721151909,0.334521881031554,0.411247559938725,0,0.575717658333869
0,0,0.163710109645067,0.493386394146182,0.826318577199421,1.56258008501453,0.574210978488425,0.281055352397194,0.401426484206289,0,0.628479108615931
0,0,0.213200218886692,0.280074593238619,0.49567063421234,1.3161997312674,0.222466216965364,0.217087795859443,0.356147441377865,0,0.257353097437166
